id,rnpa,marca,nombreFantasia,denominacionventa,TipoProducto,Estado,activo,fecha_alta,fecha_baja,_key,tipo_cambio,fecha_cambio
91321,04087440,EL JALISQUEÑO,NACHOS SABOR JALAPEÑO Y LIMA,SNACK A BASE DE MAÍZ SABOR JALAPEÑO Y LIMA - LIBRE DE GLUTEN,SNACKS,VIGENTE,Sí,2025-08-18,,91321,alta_nuevo,2025-08-18
91312,02-747446,ELEVEN,FRUTILLA A LA CREMA SIN AZÚCAR,"HELADO DIETÉTICO DE CREMA CON FRUTILLAS, SABOR FRUTILLA AROMATIZADO CON ESENCIA IDÉNTICA AL NATURAL SABOR FRUTILLA LIBRE DE GLUTEN",HELADOS Y TORTAS HELADAS,VIGENTE,Sí,2025-08-18,,91312,alta_nuevo,2025-08-18
91359,04087168,COW'S PURE,MANTECA CLARIFICADA- GHEE CON SAL DE ROCA ROSA,BUTTEROIL CON SAL DE ROCA ROSA - LIBRE DE GLUTEN,MANTECA,VIGENTE,Sí,2025-08-18,,91359,alta_nuevo,2025-08-18
91345,04087547,PUNTA DEL AGUA,NO REGISTRA,QUESO TYBO. LIBRE DE GLUTEN.,QUESOS,VIGENTE,Sí,2025-08-18,,91345,alta_nuevo,2025-08-18
91313,02-747450,FINCA DON ANTONIO,NO REGISTRA,MIEL CREMOSA - LIBRE DE GLUTEN,MIELES Y PRODUCTOS DERIVADOS DE LA APICULTURA,VIGENTE,Sí,2025-08-18,,91313,alta_nuevo,2025-08-18
91351,04087575,HAPPY FOOD,MARINERAS SEMILLAS ANDINAS,GALLETITAS SALADAS SABOR A MANTECA CON SEMILLAS DE QUINOA Y SEMILLAS DE CHIA LIBRE DE GLUTEN,GALLETITAS Y BIZCOCHOS,VIGENTE,Sí,2025-08-18,,91351,alta_nuevo,2025-08-18
91329,04023916,ARRODUL,NO REGISTRA,DULCE DE LECHE REPOSTERO LIBRE DE GLUTEN,DULCE DE LECHE,VIGENTE,Sí,2025-08-18,,91329,alta_nuevo,2025-08-18
91347,04087554,ULTRA TECH,MULTI COLLAGEN,"SUPLEMENTO DIETARIO A BASE DE MAGNESIO, VITAMINA C, VITAMINA D, COLAGENO HIDROLIZADO, COLAGENO TIPO II Y ACIDO HIALURÓNICO. SABOR ARANDANO. EN POLVO. ALIMENTO DIETETICO. LIBRE DE GLUTEN",SUPLEMENTOS DIETARIOS,VIGENTE,Sí,2025-08-18,,91347,alta_nuevo,2025-08-18
91348,04087553,VI-DA,NO REGISTRA,HARINA INTEGRAL DE LENTEJAS. LIBRE DE GLUTEN,"HARINAS, SÉMOLAS Y ALMIDONES",VIGENTE,Sí,2025-08-18,,91348,alta_nuevo,2025-08-18
91349,04053876,VITATECH,ANTIOXIDANTES CON COLÁGENO,"SUPLEMENTO DIETARIO A BASE DE VITAMINAS, SELENIO Y COLÁGENO HIDROLIZADO. EN COMPRIMIDOS. LIBRE DE GLUTEN.",SUPLEMENTOS DIETARIOS,VIGENTE,Sí,2025-08-18,,91349,alta_nuevo,2025-08-18
91350,04068469,ULTRA TECH,AMINO PERFORMANCE BOOSTER,"SUPLEMENTO DIETARIO A BASE DE AMINOÁCIDOS, VITAMINA B6 Y VITAMINA D3. SABOR A FRUTOS ROJOS, EN POLVO. ALIMENTO DIETÉTICO. LIBRE DE GLUTEN.",SUPLEMENTOS DIETARIOS,VIGENTE,Sí,2025-08-18,,91350,alta_nuevo,2025-08-18
91352,04087557,AROMA DE CAMPO,NO REGISTRA,YERBA MATE CON PALO AROMATIZADA CON CASCARILLA DE CACAO - LIBRE DE GLUTEN,YERBA MATE Y AFINES,VIGENTE,Sí,2025-08-18,,91352,alta_nuevo,2025-08-18
91358,04044085,GRANJA LOS BOULEVARES,NO REGISTRA,DULCE DE LECHE REPOSTERO LIBRE DE GLUTEN,DULCE DE LECHE,VIGENTE,Sí,2025-08-18,,91358,alta_nuevo,2025-08-18
91353,04075302,FUMILAC,NO REGISTRA,DISPERSIÓN ACUOSA DE NATAMICINA AL 3750 PPM.LIBRE DE GLUTEN,ADITIVOS ALIMENTARIOS,VIGENTE,Sí,2025-08-18,,91353,alta_nuevo,2025-08-18
91355,04087577,MILANO,NO REGISTRA,POLVO PARA PREPARAR BEBIDA LÁCTEA. LIBRE DE GLUTEN.,BEBIDAS LÁCTEAS,VIGENTE,Sí,2025-08-18,,91355,alta_nuevo,2025-08-18
91356,24004636,TIA EMMA,ALFAJOR DE CRMA BARILOCHE,"ALFAJOR DE CHOCOLATE RELLENO CON DULCE DE LECHE Y BAÑO DE REPOSTERÍA SEMIAMARGO, CUBIERTO CON BAÑO DE REPOSTERÍA FANTASÍA BLANCO",ALFAJORES,VIGENTE,Sí,2025-08-18,,91356,alta_nuevo,2025-08-18
91357,04087597,MISKY,NO REGISTRA,"TABLETA DE BAÑO DE REPOSTERÍA FANTASÍA BLANCO, AROMATIZADO CON AROMA A VAINILLA Y MALTA. LIBRE DE GLUTEN",CHOCOLATES,VIGENTE,Sí,2025-08-18,,91357,alta_nuevo,2025-08-18
91346,04087238,LA BLANCA,DULCE DE LECHE FAMILIAR DURO,DULCE DE LECHE - LIBRE DE GLUTEN,DULCE DE LECHE,VIGENTE,Sí,2025-08-18,,91346,alta_nuevo,2025-08-18
91298,04087405,MIEL DE MONTE,NO REGISTRA,MIEL LIBRE DE GLUTEN,MIELES Y PRODUCTOS DERIVADOS DE LA APICULTURA,VIGENTE,Sí,2025-08-18,,91298,alta_nuevo,2025-08-18
91354,04087596,MISKY,NO REGISTRA,TABLETA DE BAÑO DE REPOSTERÍA CON LECHE AROMATIZADO CON AROMA A VAINILLA Y ETILVAINILLINA. LIBRE DE GLUTEN,CHOCOLATES,VIGENTE,Sí,2025-08-18,,91354,alta_nuevo,2025-08-18
91344,04087239,LA BLANCA,DULCE DE LECHE HELADERO 75,DULCE DE LECHE HELADERO - LIBRE DE GLUTEN,DULCE DE LECHE,VIGENTE,Sí,2025-08-18,,91344,alta_nuevo,2025-08-18
91343,04087240,LA BLANCA,DULCE DE LECHE REPOSTERO ALFAJORERO,DULCE DE LECHE REPOSTERO - LIBRE DE GLUTEN,DULCE DE LECHE,VIGENTE,Sí,2025-08-18,,91343,alta_nuevo,2025-08-18
91342,04087544,EL PUENTE,SABOR NATURAL,YOGUR BEBIBLE ENTERO LIBRE DE GLUTEN,YOGURES,VIGENTE,Sí,2025-08-18,,91342,alta_nuevo,2025-08-18
91341,04087530,SOLDIET,CLÁSICO CON STEVIA,EDULCORANTE DE MESA LÍQUIDO - ALIMENTO DIETÉTICO - LIBRE DE GLUTEN,EDULCORANTES DE MESA,VIGENTE,Sí,2025-08-18,,91341,alta_nuevo,2025-08-18
91340,04038883,BOMBONERIA ROYAL,CHOCOLATE CON MANI,CHOCOLATE CON LECHE Y MANI - LIBRE DE GLUTEN,CHOCOLATES,VIGENTE,Sí,2025-08-18,,91340,alta_nuevo,2025-08-18
91339,04087541,S&P,CHOCOLATE BLANCO,CHOCOLATE BLANCO CON AROMATIZANTE ARTIFICIAL VAINILLINA LIBRE DE GLUTEN,CHOCOLATES,VIGENTE,Sí,2025-08-18,,91339,alta_nuevo,2025-08-18
91337,04087531,MARCILLI,CON SUCRALOSA,EDULCORANTE DE MESA LÍQUIDO - ALIMENTO DIETÉTICO - LIBRE DE GLUTEN,EDULCORANTES DE MESA,VIGENTE,Sí,2025-08-18,,91337,alta_nuevo,2025-08-18
91336,04087511,NUTRINAT,MIEL + LIMÓN + JENGIBRE + VITAMINA C,"SUPLEMENTO DIETARIO A BASE DE VITAMINA C Y EXTRACTOS DE JENGIBRE Y LIMÓN, SABOR A MIEL Y LIMÓN. EN PASTILLAS. ALIMENTO DIETÉTICO. LIBRE DE GLUTEN",SUPLEMENTOS DIETARIOS,VIGENTE,Sí,2025-08-18,,91336,alta_nuevo,2025-08-18
91335,04087525,S&P,POSTRE DE MANÍ,POSTRE A BASE DE PASTA DE MANÍ. LIBRE DE GLUTEN.,POSTRES NO LÁCTEOS LISTOS PARA CONSUMIR,VIGENTE,Sí,2025-08-18,,91335,alta_nuevo,2025-08-18
91334,04087509,NUTRINAT,MIEL + EUCALIPTUS + ZN + VIT C,"SUPLEMENTO DIETARIO A BASE DE VITAMINA C Y ZINC CON MIEL, SABOR A EUCALIPTO EN PASTILLAS. LIBRE DE GLUTEN.",SUPLEMENTOS DIETARIOS,VIGENTE,Sí,2025-08-18,,91334,alta_nuevo,2025-08-18
91333,04087501,MANI KING,BAÑADO,MANÍ CUBIERTO CON BAÑO DE REPOSTERÍA SEMIAMARGO. LIBRE DE GLUTEN,PRODUCTOS AZUCARADOS DE SEMILLAS Y/O FRUTAS SECAS,VIGENTE,Sí,2025-08-18,,91333,alta_nuevo,2025-08-18
91332,04074881,GRANJA LOS BOULEVARES,NO REGISTRA,DULCE DE LECHE HELADERO LIBRE DE GLUTEN,DULCE DE LECHE,VIGENTE,Sí,2025-08-18,,91332,alta_nuevo,2025-08-18
91331,04023914,ARRODUL,NO REGISTRA,DULCE DE LECHE LIBRE DE GLUTEN,DULCE DE LECHE,VIGENTE,Sí,2025-08-18,,91331,alta_nuevo,2025-08-18
91330,04023915,GRANJA LOS BOULEVARES,NO REGISTRA,DULCE DE LECHE LIBRE DE GLUTEN,DULCE DE LECHE,VIGENTE,Sí,2025-08-18,,91330,alta_nuevo,2025-08-18
91338,04087540,S&P,CHOCOLATE CON LECHE,CHOCOLATE SEMIDULCE CON LECHE CON AROMATIZANTE ARTIFICIAL VAINILLINA. LIBRE DE GLUTEN,CHOCOLATES,VIGENTE,Sí,2025-08-18,,91338,alta_nuevo,2025-08-18
91297,04086546,SERVIO,MANTECA CLARIFICADA - GHEE CON SAL DE ROCA ROSA,BUTTEROIL CON SAL DE ROCA ROSA DE PAKISTAN FINA - LIBRE DE GLUTEN,MANTECA,VIGENTE,Sí,2025-08-18,,91297,alta_nuevo,2025-08-18
91300,14025185,NOBLEZA GAUCHA,SERENA,YERBA MATE ELABORADA CON PALO LIBRE DE GLUTEN,YERBA MATE Y AFINES,VIGENTE,Sí,2025-08-18,,91300,alta_nuevo,2025-08-18
91295,04087399,TEXANITOS MEX,HOJUELAS PARA NACHOS,SNACK A BASE DE MAÍZ - LIBRE DE GLUTEN,SNACKS,VIGENTE,Sí,2025-08-18,,91295,alta_nuevo,2025-08-18
63774,14025232,CLAREANDO SUAVE,-,YERBA MATE ELABORADA CON PALO LIBRE DE GLUTEN,YERBA MATE Y AFINES,VIGENTE,Sí,2025-08-18,,63774,alta_nuevo,2025-08-18
91296,04087403,COTO,JUGO DE LIMÓN,JUGO DE LIMÓN A BASE DE CONCENTRADO. LIBRE DE GLUTEN,JUGOS VEGETALES,VIGENTE,Sí,2025-08-18,,91296,alta_nuevo,2025-08-18
91258,14022734,NORY,-,TE NEGRO EN SAQUITOS LIBRE DE GLUTEN,TÉ Y HIERBAS PARA INFUSIÓN,VIGENTE,Sí,2025-08-18,,91258,alta_nuevo,2025-08-18
91257,19-067758,COFLER,MARROC UNTABLE,PRODUCTO A BASE DE MANI Y CACAO - LIBRE DE GLUTEN,BAÑOS Y RELLENOS PARA REPOSTERÍA Y CONFITERÍA,VIGENTE,Sí,2025-08-18,,91257,alta_nuevo,2025-08-18
84687,14022773,URRUTIA,-,TE VERDE EN SAQUITOS -LIBRE DE GLUTEN,TÉ Y HIERBAS PARA INFUSIÓN,VIGENTE,Sí,2025-08-18,,84687,alta_nuevo,2025-08-18
72312,14023748,LA POSADEÑA,-,YERBA MATE ELABORADA CON PALO - LIBRE DE GLUTEN,YERBA MATE Y AFINES,VIGENTE,Sí,2025-08-18,,72312,alta_nuevo,2025-08-18
66344,14025359,PAMPA,YERBA MATE ORGANICA PAMPA,YERBA MATE ELABORADA CON PALO LIBRE DE GLUTEN PRODUCTO ORGANICO,YERBA MATE Y AFINES,VIGENTE,Sí,2025-08-18,,66344,alta_nuevo,2025-08-18
65695,14024609,PIPORÉ,-,YERBA MATE ELABORADA CON PALO PARA TERERÉ - LIBRE DE GLUTEN,YERBA MATE Y AFINES,VIGENTE,Sí,2025-08-18,,65695,alta_nuevo,2025-08-18
64780,14022658,LA OBEREÑA,-,YERBA MATE ELABORADA CON PALO LIBRE DE GLUTEN PRODUCTO ORGANICO,YERBA MATE Y AFINES,VIGENTE,Sí,2025-08-18,,64780,alta_nuevo,2025-08-18
64777,14024924,JESPER,-,TÉ ROJO. LIBRE DE GLUTEN,TÉ Y HIERBAS PARA INFUSIÓN,VIGENTE,Sí,2025-08-18,,64777,alta_nuevo,2025-08-18
64776,14023736,JESPER,-,TE NEGRO LIBRE DE GLUTEN,TÉ Y HIERBAS PARA INFUSIÓN,VIGENTE,Sí,2025-08-18,,64776,alta_nuevo,2025-08-18
63781,14025020,CAÁ YARI,-,YERBA MATE ELABORADA CON PALO. LIBRE DE GLUTEN,YERBA MATE Y AFINES,VIGENTE,Sí,2025-08-18,,63781,alta_nuevo,2025-08-18
63777,14025025,ROMANCE,ESPECIAL,YERBA MATE ELABORADA CON PALO. LIBRE DE GLUTEN,YERBA MATE Y AFINES,VIGENTE,Sí,2025-08-18,,63777,alta_nuevo,2025-08-18
64778,14023735,JESPER,-,TÉ VERDE. LIBRE DE GLUTEN,TÉ Y HIERBAS PARA INFUSIÓN,VIGENTE,Sí,2025-08-18,,64778,alta_nuevo,2025-08-18
63680,14025343,COFRA,-,CARRÉ DE CERDO SALADO LIBRE DE GLUTEN,CHACINADOS NO EMBUTIDOS COCIDOS,VIGENTE,Sí,2025-08-18,,63680,alta_nuevo,2025-08-18
50501,14024481,ROSAMONTE PREMIUM,-,YERBA MATE ELABORADA CON PALO - LIBRE DE GLUTEN,YERBA MATE Y AFINES,VIGENTE,Sí,2025-08-18,,50501,alta_nuevo,2025-08-18
63275,14023305,COFRA,-,JAMÓN COCIDO. LIBRE DE GLUTEN,SALAZONES,VIGENTE,Sí,2025-08-18,,63275,alta_nuevo,2025-08-18
91361,04087603,BENEY,LICOR DE NARANJA,LICOR FINO DE NARANJA. LIBRE DE GLUTEN,BEBIDAS ALCOHÓLICAS SIMPLES,VIGENTE,Sí,2025-08-18,,91361,alta_nuevo,2025-08-18
48103,14025256,AMANDA,CAMPO,YERBA MATE ELABORADA CON PALO. LIBRE DE GLUTEN,YERBA MATE Y AFINES,VIGENTE,Sí,2025-08-18,,48103,alta_nuevo,2025-08-18
48116,14024328,KALENA,-,YERBA MATE ELABORADA CON PALO - LIBRE DE GLUTEN,YERBA MATE Y AFINES,VIGENTE,Sí,2025-08-18,,48116,alta_nuevo,2025-08-18
50497,14025024,ROMANCE,SABOR SUAVE,YERBA MATE ELABORADA CON PALO - LIBRE DE GLUTEN,YERBA MATE Y AFINES,VIGENTE,Sí,2025-08-18,,50497,alta_nuevo,2025-08-18
48196,14023539,TUCANGUA,MATE COCIDO,YERBA MATE EN SAQUITOS LIBRE DE GLUTEN-SIN TACC (ORGANICO) LIBRE DE GLUTEN PRODUCTO ORGANICO,YERBA MATE Y AFINES,VIGENTE,Sí,2025-08-18,,48196,alta_nuevo,2025-08-18
61628,14023593,MATE ROJO,-,"YERBA MATE ELABORADA CON PALO COMPUESTA CON POLEO, MENTA Y MANZANILLA LIBRE DE GLUTEN",YERBA MATE Y AFINES,VIGENTE,Sí,2025-08-18,,61628,alta_nuevo,2025-08-18
91261,04087363,COTO,VINAGRE DE ALCOHOL.,VINAGRE DE ALCOHOL. LIBRE DE GLUTEN,VINAGRES,VIGENTE,Sí,2025-08-18,,91261,alta_nuevo,2025-08-18
62547,14024595,LA ANÓNIMA,YERBA MATE TRADICIONAL,YERBA MATE ELABORADA CON PALO - LIBRE DE GLUTEN,YERBA MATE Y AFINES,VIGENTE,Sí,2025-08-18,,62547,alta_nuevo,2025-08-18
62549,14024593,LA ANÓNIMA,-,YERBA MATE EN SAQUITOS - LIBRE DE GLUTEN,YERBA MATE Y AFINES,VIGENTE,Sí,2025-08-18,,62549,alta_nuevo,2025-08-18
62620,14024552,FUNDACION FAVALORO,-,YERBA MATE ELABORADA CON PALO LIBRE DE GLUTEN,YERBA MATE Y AFINES,VIGENTE,Sí,2025-08-18,,62620,alta_nuevo,2025-08-18
63274,14023303,COFRA,-,PALETA DE CERDO COCIDA LIBRE DE GLUTEN,SALAZONES,VIGENTE,Sí,2025-08-18,,63274,alta_nuevo,2025-08-18
91259,14022775,ORO VERDE,-,TÉ EN SAQUITOS LIBRE DE GLUTEN,TÉ Y HIERBAS PARA INFUSIÓN,VIGENTE,Sí,2025-08-18,,91259,alta_nuevo,2025-08-18
91262,5317/133116/1,LAS DINAS SRL,NO REGISTRA,SALAME TIPO MILAN LIBRE DE GLUTEN,CHACINADOS EMBUTIDOS SECOS,VIGENTE,Sí,2025-08-18,,91262,alta_nuevo,2025-08-18
74565,04074408,LA VARENSE,NO REGISTRA,QUESO FONTINA - LIBRE DE GLUTEN,QUESOS,VIGENTE,Sí,2025-07-26,2025-08-18,74565,baja,2025-08-18
63775,14024433,ROMANCE,ROMANCE TERERE,YERBA MATE ELABORADA CON PALO PARA TERERE LIBRE DE GLUTEN,YERBA MATE Y AFINES,VIGENTE,Sí,2025-08-18,,63775,alta_nuevo,2025-08-18
91260,14022874,ANDRESITO,-,YERBA MATE EN SAQUITOS LIBRE DE GLUTEN,YERBA MATE Y AFINES,VIGENTE,Sí,2025-08-18,,91260,alta_nuevo,2025-08-18
91279,24004629,TIA EMMA,EMPANADA DE EESPINACA Y QUESO SIN GLUTEN,EMPANADA DE MUZZARELLA Y ESPINACA. CONGELADA - LIBRE DE GLUTEN,COMIDAS PREPARADAS Y SEMIELABORADAS,VIGENTE,Sí,2025-08-18,,91279,alta_nuevo,2025-08-18
91294,04087379,DR SKIN,NADH + RESVERATROL,SUPLEMENTO DIETARIO A BASE DE VITAMINA B3 Y RESVERATROL. EN COMPRIMIDOS. LIBRE DE GLUTEN,SUPLEMENTOS DIETARIOS,VIGENTE,Sí,2025-08-18,,91294,alta_nuevo,2025-08-18
91293,04087384,DR SKIN,NAD,SUPLEMENTO DIETARIO A BASE DE VITAMINA B3 Y VITAMINA C EN COMPRIMIDOS. LIBRE DE GLUTEN,SUPLEMENTOS DIETARIOS,VIGENTE,Sí,2025-08-18,,91293,alta_nuevo,2025-08-18
91292,04087381,ACROSS,GD MAX,SUPLEMENTO DIETARIO A BASE DE VITAMINA C Y CARBOHIDRATOS. SABOR A FRUTOS ROJOS. EN GEL. LIBRE DE GLUTEN -,SUPLEMENTOS DIETARIOS,VIGENTE,Sí,2025-08-18,,91292,alta_nuevo,2025-08-18
91291,04087380,EUDAPLEN,OMEGA 3 - FISH OIL,SUPLEMENTO DIETARIO A BASE DE ACEITE DE PESCADO. EN CÁPSULAS. LIBRE DE GLUTEN,SUPLEMENTOS DIETARIOS,VIGENTE,Sí,2025-08-18,,91291,alta_nuevo,2025-08-18
91290,04072493,ALPRO,NO REGISTRA,HARINA DE ARVEJAS VERDES MICRONIZADA LIBRE DE GLUTEN,"HARINAS, SÉMOLAS Y ALMIDONES",VIGENTE,Sí,2025-08-18,,91290,alta_nuevo,2025-08-18
91289,04072495,ALPRO,NO REGISTRA,HARINA DE POROTO COLORADO MICRONIZADA. LIBRE DE GLUTEN.,"HARINAS, SÉMOLAS Y ALMIDONES",VIGENTE,Sí,2025-08-18,,91289,alta_nuevo,2025-08-18
91288,04053894,VITATECH,CENTELLA ASIÁTICA,SUPLEMENTO DIETARIO A BASE DE VITAMINA C Y CENTELLA ASIATICA. EN COMPRIMIDOS. LIBRE DE GLUTEN,SUPLEMENTOS DIETARIOS,VIGENTE,Sí,2025-08-18,,91288,alta_nuevo,2025-08-18
91287,04053901,VITATECH,COENZIMA Q 10,SUPLEMENTO DIETARIO A BASE DE VITAMINA C Y COENZIMA Q 10. EN CAPSULAS. LIBRE DE GLUTEN.,SUPLEMENTOS DIETARIOS,VIGENTE,Sí,2025-08-18,,91287,alta_nuevo,2025-08-18
91285,04071908,DON BERNABEU,POLENTA INSTANTÁNEA,HARINA DE MAÍZ DE COCCIÓN RÁPIDA PARA PREPARAR POLENTA- LIBRE DE GLUTEN,"HARINAS, SÉMOLAS Y ALMIDONES",VIGENTE,Sí,2025-08-18,,91285,alta_nuevo,2025-08-18
91284,24004632,TIA EMMA,EMPANADA DE POLLO SIN GLUTEN,EMPANADA DE POLLO Y CEBOLLA. CONGELADA. - LIBRE DE GLUTEN,COMIDAS PREPARADAS Y SEMIELABORADAS,VIGENTE,Sí,2025-08-18,,91284,alta_nuevo,2025-08-18
91283,04087359,DR SKIN,MAGNESIO QUELADO,SUPLEMENTO DIETARIO A BASE DE MAGNESIO Y VITAMINA C EN COMPRIMIDOS. LIBRE DE GLUTEN,SUPLEMENTOS DIETARIOS,VIGENTE,Sí,2025-08-18,,91283,alta_nuevo,2025-08-18
91282,24004631,TIA EMMA,EMPANADA DE CARNE SIN GLUTEN,EMPANADA DE CARNE Y CEBOLLA. CONGELADA. -LIBRE DE GLUTEN,COMIDAS PREPARADAS Y SEMIELABORADAS,VIGENTE,Sí,2025-08-18,,91282,alta_nuevo,2025-08-18
91281,04087358,OKEY,NO REGISTRA,QUESO CREMOSO LIBRE DE GLUTEN,QUESOS,VIGENTE,Sí,2025-08-18,,91281,alta_nuevo,2025-08-18
91280,24004630,TIA EMMA,EMPANADA DE ROQUEFORT SIN GLUTEN,EMPANADA DE MUZZARELLA Y QUESO AZUL. CONGELADA - LIBRE DE GLUTEN,COMIDAS PREPARADAS Y SEMIELABORADAS,VIGENTE,Sí,2025-08-18,,91280,alta_nuevo,2025-08-18
91286,04087343,LACTEOS TÍO PUJIO,TROZADO,QUESO HOLANDA - LIBRE GLUTEN,QUESOS,VIGENTE,Sí,2025-08-18,,91286,alta_nuevo,2025-08-18
91270,3623/134050/15,DOINA,NO REGISTRA,CORTES REFRIGERADOS PORCINOS FETEADOS – LIBRE DE GLUTEN,CORTES CÁRNEOS ENVASADOS,VIGENTE,Sí,2025-08-18,,91270,alta_nuevo,2025-08-18
91278,24004618,TIA EMMA,EMPANADA DE JAMON Y QUESO SIN GLUTEN,EMPANADA DE QUESO MUZZARELLA Y JAMÓN COCIDO. CONGELADA - LIBRE DE GLUTEN,COMIDAS PREPARADAS Y SEMIELABORADAS,VIGENTE,Sí,2025-08-18,,91278,alta_nuevo,2025-08-18
91267,3623/134050/12,DOINA,NO REGISTRA,CORTES REFRIGERADOS PORCINOS FETEADOS – LIBRE DE GLUTEN,CORTES CÁRNEOS ENVASADOS,VIGENTE,Sí,2025-08-18,,91267,alta_nuevo,2025-08-18
91268,3623/134050/13,DOINA,NO REGISTRA,CORTES REFRIGERADOS PORCINOS FETEADOS – LIBRE DE GLUTEN,CORTES CÁRNEOS ENVASADOS,VIGENTE,Sí,2025-08-18,,91268,alta_nuevo,2025-08-18
91269,3623/134050/14,DOINA,NO REGISTRA,CORTES REFRIGERADOS PORCINOS FETEADOS – LIBRE DE GLUTEN,CORTES CÁRNEOS ENVASADOS,VIGENTE,Sí,2025-08-18,,91269,alta_nuevo,2025-08-18
91271,14023763,DON BOSCO,-,MIEL DE ABEJAS LIBRE DE GLUTEN,MIELES Y PRODUCTOS DERIVADOS DE LA APICULTURA,VIGENTE,Sí,2025-08-18,,91271,alta_nuevo,2025-08-18
91266,3623/134050/11,DOINA,NO REGISTRA,CORTES REFRIGERADOS PORCINOS FETEADOS – LIBRE DE GLUTEN,CORTES CÁRNEOS ENVASADOS,VIGENTE,Sí,2025-08-18,,91266,alta_nuevo,2025-08-18
91272,14023764,DON BOSCO,-,DULCE DE LECHE LIBRE DE GLUTEN,DULCE DE LECHE,VIGENTE,Sí,2025-08-18,,91272,alta_nuevo,2025-08-18
91274,08-004123,CITRIC,BLENDS DETOX,"JUGO MEZCLA DE MANZANA, PEPINO Y LIMON A BASE DE CONCENTRADO CON APIO Y ESPINACA, ADICIONADO DE VITAMINAS (A Y E) Y MINERALES (ZINC Y SELENIO) - LIBRE DE GLUTEN",JUGOS VEGETALES,VIGENTE,Sí,2025-08-18,,91274,alta_nuevo,2025-08-18
91275,08-004142,LA LOMA ALIMENTOS S.A,NO CONSIGNA,ARROZ PARBOIL TIPO LARGO FINO INTEGRAL CALIDAD 00000. PRODUCTO ORGANICO USO INDUSTRIAL ALIMENTARIO - LIBRE DE GLUTEN,CEREALES,VIGENTE,Sí,2025-08-18,,91275,alta_nuevo,2025-08-18
91276,08-004143,EL GIGANTE DE TARAPACÁ LA MARCA DEL NORTE,EL GIGANTE DE TARAPACÁ LA MARCA DEL NORTE,ARROZ PERLADO TIPO LARGO FINO CALIDAD 00000 - LIBRE DE GLUTEN,CEREALES,VIGENTE,Sí,2025-08-18,,91276,alta_nuevo,2025-08-18
91277,08-004144,HUEVOSM,NO CONSIGNA,MIEL - LIBRE DE GLUTEN,MIELES Y PRODUCTOS DERIVADOS DE LA APICULTURA,VIGENTE,Sí,2025-08-18,,91277,alta_nuevo,2025-08-18
91264,3623/134050/9,DOINA,NO REGISTRA,CORTES REFRIGERADOS PORCINOS FETEADOS – LIBRE DE GLUTEN,CORTES CÁRNEOS ENVASADOS,VIGENTE,Sí,2025-08-18,,91264,alta_nuevo,2025-08-18
91273,08-004126,KROL,ACEITE COMESTIBLE MEZCLA KROL CANOLA VIRGEN CON GIRASOL ALTO OLEICO,ACEITE COMESTIBLE MEZCLA - LIBRE DE GLUTEN,ACEITES,VIGENTE,Sí,2025-08-18,,91273,alta_nuevo,2025-08-18
91263,3623/134050/8,DOINA,NO REGISTRA,CORTES REFRIGERADOS PORCINOS FETEADOS – LIBRE DE GLUTEN,CORTES CÁRNEOS ENVASADOS,VIGENTE,Sí,2025-08-18,,91263,alta_nuevo,2025-08-18
91365,04087623,CHOCOSOJA,NO REGISTRA,ALFAJOR DE SOJA RELLENO CON DULCE DE LECHE CUBIERTO DE BAÑO DE REPOSTERÍA SEMIAMARGO LIBRE DE GLUTEN,ALFAJORES,VIGENTE,Sí,2025-08-20,,91365,alta_nuevo,2025-08-20
91364,04087624,S&P,"CHOCOLATE PARA TAZA, POSTRES, TORTAS Y HELADOS",CHOCOLATE SEMIAMARGO LIBRE DE GLUTEN,CHOCOLATES,VIGENTE,Sí,2025-08-20,,91364,alta_nuevo,2025-08-20
91374,1008/101754/1,SADIA,NO REGISTRA,FIAMBRE COCIDO DE PALETA DE CERDO LIBRE DE GLUTEN,SALAZONES,VIGENTE,Sí,2025-08-20,,91374,alta_nuevo,2025-08-20
91366,04060515,GRANJE,POR SALUT,QUESO POR SALUT - LIBRE DE GLUTEN,QUESOS,VIGENTE,Sí,2025-08-20,,91366,alta_nuevo,2025-08-20
91429,04085830,GRANJE,MUZZARELLA,QUESO MUZZARELLA - LIBRE DE GLUTEN,QUESOS,VIGENTE,Sí,2025-08-20,,91429,alta_nuevo,2025-08-20
91362,04087604,BENEY,LICOR DE MANDARINA,LICOR FINO DE MANDARINA. LIBRE DE GLUTEN,BEBIDAS ALCOHÓLICAS SIMPLES,VIGENTE,Sí,2025-08-20,,91362,alta_nuevo,2025-08-20
91367,04060514,GRANJE,SARDO,QUESO SARDO - LIBRE DE GLUTEN,QUESOS,VIGENTE,Sí,2025-08-20,,91367,alta_nuevo,2025-08-20
91373,442/138352/1,CLASSIC,NO REGISTRA,CABALLA EN ACEITE LIBRE DE GLUTEN,CONSERVAS DE PESCADO,VIGENTE,Sí,2025-08-20,,91373,alta_nuevo,2025-08-20
91376,392/114473/15,VICTORIA,NO REGISTRA,MEDALLONES DE CARNE VACUNA CONGELADOS LIBRE DE GLUTEN,CHACINADOS EMBUTIDOS FRESCOS,VIGENTE,Sí,2025-08-20,,91376,alta_nuevo,2025-08-20
