id,rnpa,marca,nombreFantasia,denominacionventa,TipoProducto,Estado,activo,fecha_alta,fecha_baja,tipo_cambio,fecha_cambio
61124,04065507,DIA %,NO REGISTRA,POSTRE SABOR VAINILLA FORTIFICADO CON VITAMINA A Y VITAMINA D. LIBRE DE GLUTEN,POSTRES LÁCTEOS LISTOS PARA CONSUMIR,VIGENTE,Sí,2025-07-26,,,
61125,04065892,EL JUMIAL,NO REGISTRA,RICOTTA SEMIGRASA - LIBRE DE GLUTEN,QUESOS,VIGENTE,Sí,2025-07-26,,,
61126,04065707,EL JUMIAL,NO REGISTRA,QUESO TYBO LIBRE DE GLUTEN,QUESOS,VIGENTE,Sí,2025-07-26,,,
61127,04065701,EL JUMIAL,NO REGISTRA,QUESO SARDO LIBRE DE GLUTEN,QUESOS,VIGENTE,Sí,2025-07-26,,,
61128,04065700,EL PAMPEANO,NO REGISTRA,QUESO TYBO LIBRE DE GLUTEN,QUESOS,VIGENTE,Sí,2025-07-26,,,
61129,04065699,EL PAMPEANO,NO REGISTRA,QUESO CREMOSO LIBRE DE GLUTEN,QUESOS,VIGENTE,Sí,2025-07-26,,,
61130,04065698,EL JUMIAL,NO REGISTRA,QUESO CREMOSO LIBRE DE GLUTEN,QUESOS,VIGENTE,Sí,2025-07-26,,,
61131,04065665,EL JUMIAL,NO REGISTRA,QUESO HOLANDA LIBRE DE GLUTEN,QUESOS,VIGENTE,Sí,2025-07-26,,,
61132,04065697,EL JUMIAL,NO REGISTRA,QUESO FONTINA LIBRE DE GLUTEN,QUESOS,VIGENTE,Sí,2025-07-26,,,
61133,04065696,EL JUMIAL,NO REGISTRA,QUESO POR SALUT LIBRE DE GLUTEN,QUESOS,VIGENTE,Sí,2025-07-26,,,
61134,04065663,EL JUMIAL,NO REGISTRA,QUESO POR SALUT LIBRE DE GLUTEN,QUESOS,VIGENTE,Sí,2025-07-26,,,
61135,04065708,EL PAMPEANO,NO REGISTRA,QUESO SARDO LIBRE DE GLUTEN,QUESOS,VIGENTE,Sí,2025-07-26,,,
61139,11003018,MARIANA HUERTA,SORRENTINOS CAPRESSE LIBRES DE GLUTEN,PASTAS RELLENAS SORRENTINOS CAPRESSE LIBRE DE GLUTEN,PASTAS FRESCAS RELLENAS,VIGENTE,Sí,2025-07-26,,,
61140,11003007,MARIANA HUERTA,SORRENTINOS DE ALBAHACA Y MOZARELLA LIBRES DE GLUTEN,PASTAS ARTESANALES RELLENAS SORRENTINOS DE ALBAHACA Y MOZARELLA LIBRE DE GLUTEN,PASTAS FRESCAS RELLENAS,VIGENTE,Sí,2025-07-26,,,
61141,11003002,MARIANA HUERTA,SORRENTINOS DE VERDURA Y MUZZARELLA LIBRES DE GLUTEN,PASTAS ARTESANALES RELLENAS SORRENTINOS DE VERDURA Y QUESO LIBRES DE GLUTEN,PASTAS FRESCAS RELLENAS,VIGENTE,Sí,2025-07-26,,,
61145,11002989,MARIANA HUERTA,MEDIALUNAS DULCES,MEDIALUNAS DULCES LIBRE DE GLUTEN,PAN Y PRODUCTOS DE PANADERÍA Y REPOSTERÍA,VIGENTE,Sí,2025-07-26,,,
61146,11002971,MARIANA HUERTA,SORRENTINOS DE JAMÓN Y QUESO LIBRE DE GLUTEN,PASTAS ARTESANALES RELLENAS SORRENTINOS DE JAMÓN Y QUESO LIBRES DE GLUTEN,PASTAS FRESCAS RELLENAS,VIGENTE,Sí,2025-07-26,,,
61148,11003020,MARIANA HUERTA,FIDEOS FRESCOS LIBRES DE GLUTEN,FIDEOS FRESCOS LIBRES DE GLUTEN,PASTAS FRESCAS SIN RELLENO,VIGENTE,Sí,2025-07-26,,,
61149,11003005,MARIANA HUERTA,RAVIOLES DE CALABAZA Y MOZARELLA - LIBRES DE GLUTEN,PASTAS ARTESANALES RELLENAS RAVIOLONES DE CALABAZA Y MOZARELLA LIBRE DE GLUTEN,PASTAS FRESCAS RELLENAS,VIGENTE,Sí,2025-07-26,,,
61150,11003021,MARIANA HUERTA,ÑOQUIS - LIBRES DE GLUTEN,ÑOQUIS LIBRES DE GLUTEN,PASTAS SECAS SIN RELLENO,VIGENTE,Sí,2025-07-26,,,
61151,11003001,MARIANA HUERTA,PAN ÁRABE,PANES TIPO ÁRABES LIBRES DE GLUTEN,PAN Y PRODUCTOS DE PANADERÍA Y REPOSTERÍA,VIGENTE,Sí,2025-07-26,,,
61152,11003016,MARIANA HUERTA,TARTA DE VERDURA Y QUESO LIBRE DE GLUTEN,TARTA RELLENA DE VERDURAS LIBRE DE GLUTEN,COMIDAS PREPARADAS Y SEMIELABORADAS,VIGENTE,Sí,2025-07-26,,,
61153,11003017,MARIANA HUERTA,TARTA DE JAMÓN Y QUESO LIBRE DE GLUTEN,TARTA RELLENA DE JAMÓN Y QUESO LIBRE DE GLUTEN,COMIDAS PREPARADAS Y SEMIELABORADAS,VIGENTE,Sí,2025-07-26,,,
61154,04065863,JÚMALÁ,NO REGISTRA,LECHE EN POLVO DESCREMADA INSTANTÁNEA. LIBRE DE GLUTEN,LECHE EN POLVO,VIGENTE,Sí,2025-07-26,,,
61155,04065862,JÚMALÁ,NO REGISTRA,LECHE EN POLVO ENTERA INSTANTÁNEA FORTIFICADA CON VITAMINAS A Y D. LIBRE DE GLUTEN,LECHE EN POLVO,VIGENTE,Sí,2025-07-26,,,
61156,04065861,JÚMALÁ,NO REGISTRA,LECHE EN POLVO DESCREMADA INSTANTÁNEA FORTIFICADA CON VITAMINAS A Y D. LIBRE DE GLUTEN,LECHE EN POLVO,VIGENTE,Sí,2025-07-26,,,
61157,04059594,S&P,NO REGISTRA,QUESO TYBO LIBRE DE GLUTEN,QUESOS,VIGENTE,Sí,2025-07-26,,,
61158,04059590,S&P,NO REGISTRA,QUESO SARDO LIBRE DE GLUTEN,QUESOS,VIGENTE,Sí,2025-07-26,,,
61159,04059589,S&P,NO REGISTRA,QUESO MOZZARELLA LIBRE DE GLUTEN,QUESOS,VIGENTE,Sí,2025-07-26,,,
61160,04059588,S&P,NO REGISTRA,QUESO CREMOSO LIBRE DE GLUTEN,QUESOS,VIGENTE,Sí,2025-07-26,,,
61161,04044438,CAROYENSE,NO REGISTRA,DULCE DE BATATA - LIBRE DE GLUTEN,"CONFITURAS (COMPOTAS, VEGETALES EN ALMÍBAR, MERMELADAS, DULCES, JALEAS)",VIGENTE,Sí,2025-07-26,,,
61162,04045657,CAROYENSE,NO REGISTRA,DULCE DE MEMBRILLO - LIBRE DE GLUTEN,"CONFITURAS (COMPOTAS, VEGETALES EN ALMÍBAR, MERMELADAS, DULCES, JALEAS)",VIGENTE,Sí,2025-07-26,,,
61163,04044018,CAROYENSE,NO REGISTRA,PURÉ DE TOMATES - LIBRE DE GLUTEN,"CONSERVAS DE VEGETALES (FRUTAS, HORTALIZAS, VERDURAS Y LEGUMBRES)",VIGENTE,Sí,2025-07-26,,,
61164,04065864,JÚMALÁ,NO REGISTRA,LECHE EN POLVO ENTERA INSTANTÁNEA. LIBRE DE GLUTEN,LECHE EN POLVO,VIGENTE,Sí,2025-07-26,,,
61165,079-00-003755,NESPRESSO,CLASSIC DECAFFEINATO,CAFÉ DESCAFEINADO TOSTADO Y MOLIDO EN CÁPSULAS - LIBRE DE GLUTEN,CAFÉ Y SUCEDÁNEOS,VIGENTE,Sí,2025-07-26,,,
61168,1180/110815/3,CAMPECHANO,NO REGISTRA,PALETA DE CERDO COCIDA LIBRE DE GLUTEN,SALAZONES,VIGENTE,Sí,2025-07-26,,,
61169,1180/96932/1,FAUVAL,NO REGISTRA,FIAMBRE COCIDO DE PALETA DE CERDO LIBRE DE GLUTEN,CHACINADOS NO EMBUTIDOS COCIDOS,VIGENTE,Sí,2025-07-26,,,
61170,1180/97615/1,PUMPER NIC,NO REGISTRA,FIAMBRE COCIDO DE PALETA DE CERDO LIBRE DE GLUTEN,CHACINADOS NO EMBUTIDOS COCIDOS,VIGENTE,Sí,2025-07-26,,,
61171,I 13451/71735/1,GOMES DA COSTA,NO REGISTRA,LOMOS DE ATÚN CLARO AL NATURAL LIBRE DE GLUTEN,CONSERVAS DE PESCADO,VIGENTE,Sí,2025-07-26,,,
61174,079-00-003945,NESPRESSO,EXCLUSIVE SELECTION - NEPAL LAMJUNG,CAFÉ TOSTADO Y MOLIDO EN CÁPSULAS - LIBRE DE GLUTEN,CAFÉ Y SUCEDÁNEOS,VIGENTE,Sí,2025-07-26,,,
61176,02-589740,CRACKINES,NO REGISTRA,TOSTADITAS DE ARROZ - CON SAL - LIBRE DE GLUTEN,GALLETITAS Y BIZCOCHOS,VIGENTE,Sí,2025-07-26,,,
61178,4725/97345/1,SWIFT,NO REGISTRA,BIFES A LA HAMBURGUESA SUPERCONGELADOS LIBRES DE GLUTEN,CORTES CÁRNEOS ENVASADOS,VIGENTE,Sí,2025-07-26,,,
61179,4725/94865/19,SWIFT,NO REGISTRA,BIFES A LA HAMBURGUESA SUPERCONGELADOS LIBRES DE GLUTEN,CORTES CÁRNEOS ENVASADOS,VIGENTE,Sí,2025-07-26,,,
61180,4725/94865/14,SWIFT BURGER,NO REGISTRA,BIFES A LA HAMBURGUESA SUPERCONGELADOS LIBRES DE GLUTEN,CORTES CÁRNEOS ENVASADOS,VIGENTE,Sí,2025-07-26,,,
61181,1180/109042/2,TAPALQUÉ ALIMENTOS,NO REGISTRA,LONGANIZA TIPO CALABRESA LIBRE DE GLUTEN,CHACINADOS EMBUTIDOS FRESCOS,VIGENTE,Sí,2025-07-26,,,
61182,4941/111915/2,CABAÑA SR,NO REGISTRA,JAMÓN COCIDO LIBRE DE GLUTEN,SALAZONES,VIGENTE,Sí,2025-07-26,,,
61183,4725/94865/16,SWIFT,NO REGISTRA,HAMBURGUESAS DE CARNE VACUNA SUPERCONGELADAS LIBRES DE GLUTEN,CORTES CÁRNEOS ENVASADOS,VIGENTE,Sí,2025-07-26,,,
61184,4725/64865/11,SWIFT,NO REGISTRA,HAMBURGUESAS DE CARNE VACUNA SUPERCONGELADAS LIBRES DE GLUTEN,CORTES CÁRNEOS ENVASADOS,VIGENTE,Sí,2025-07-26,,,
61185,4725/94865/12,SWIFT,NO REGISTRA,HAMBURGUESAS DE CARNE VACUNA SUPERCONGELADAS LIBRES DE GLUTEN,CORTES CÁRNEOS ENVASADOS,VIGENTE,Sí,2025-07-26,,,
61186,4725/94865/17,SWIFT,NO REGISTRA,HAMBURGUESAS DE CARNE VACUNA SUPERCONGELADAS LIBRES DE GLUTEN,CORTES CÁRNEOS ENVASADOS,VIGENTE,Sí,2025-07-26,,,
61187,13/46764/12,SWIFT,NO REGISTRA,MEDALLONES DE CARNE VACUNA SUPERCONGELADOS REDUCIDOS EN GRASA TOTAL Y VALOR ENERGÉTICO LIBRES DE GLUTEN,CORTES CÁRNEOS ENVASADOS,VIGENTE,Sí,2025-07-26,,,
61188,4725/98474/7,SWIFT,NO REGISTRA,MEDALLONES DE CARNE VACUNA SUPERCONGELADOS REDUCIDOS EN GRASA TOTAL Y VALOR ENERGÉTICO LIBRE DE GLUTEN,CORTES CÁRNEOS ENVASADOS,VIGENTE,Sí,2025-07-26,,,
61190,13/73422/13,SWIFT,NO REGISTRA,HAMBURGUESAS DE CARNE VACUNA SUPERCONGELADAS LIBRE DE GLUTEN,CORTES CÁRNEOS ENVASADOS,VIGENTE,Sí,2025-07-26,,,
61192,2272/06281/1,KANI KAMA SEA LEG,NO REGISTRA,PREPARADO CONGELADO DE SURIMI A BASE DE PASTA DE PESCADO SABOR IMITACIÓN CARNE DE CANGREJO LIBRE DE GLUTEN,COMIDAS PREPARADAS Y SEMIELABORADAS,VIGENTE,Sí,2025-07-26,,,
61193,2062/42045/19,DIA %,NO REGISTRA,BIFES A LA HAMBURGUESA SUPERCONGELADOS LIBRES DE GLUTEN,CORTES CÁRNEOS ENVASADOS,VIGENTE,Sí,2025-07-26,,,
61194,02-513297,CADBURY DAIRY MILK,NO REGISTRA,CHOCOLATE CON LECHE AROMATIZADO CON VAINILLINA LIBRE DE GLUTEN,CHOCOLATES,VIGENTE,Sí,2025-07-26,,,
61213,079-00-004084,NESPRESSO,CLASSIC FORTE,CAFÉ TOSTADO Y MOLIDO EN CÁPSULAS - LIBRE DE GLUTEN,CAFÉ Y SUCEDÁNEOS,VIGENTE,Sí,2025-07-26,,,
61217,14020414,EL ACHERO,NO REGISTRA,YERBA MATE ELABORADA CON PALO - LIBRE DE GLUTEN,YERBA MATE Y AFINES,VIGENTE,Sí,2025-07-26,,,
61218,14001035,DON LEANDRO,NO REGISTRA,YERBA MATE ELABORADA CON PALO - LIBRE DE GLUTEN,YERBA MATE Y AFINES,VIGENTE,Sí,2025-07-26,,,
61225,19-010722,NOEL,DURAZNO,CONFITURA DE DURAZNO - LIBRE DE GLUTEN,"CONFITURAS (COMPOTAS, VEGETALES EN ALMÍBAR, MERMELADAS, DULCES, JALEAS)",VIGENTE,Sí,2025-07-26,,,
61226,04062551,MANÍ KING,GARRAPIÑADA,MANÍES GARRAPIÑADOS - LIBRE DE GLUTEN,PRODUCTOS AZUCARADOS DE SEMILLAS Y/O FRUTAS SECAS,VIGENTE,Sí,2025-07-26,,,
61228,04062450,SANCOR YOGS,NO REGISTRA,"YOGUR DIETÉTICO ENDULZADO DESCREMADO SABOR PERA Y MANZANA DE VALOR CALÓRICO REDUCIDO CON ZINC, FORTIFICADO CON VITAMINAS A, D, E Y ÁCIDO FÓLICO - LIBRE DE GLUTEN",YOGURES,VIGENTE,Sí,2025-07-26,,,
61229,04059724,SANCOR FLAN CASERO,NO REGISTRA,FLAN CON HUEVO DIETÉTICO DE VALOR CALÓRICO Y CONTENIDO LIPÍDICO REDUCIDO - LIBRE DE GLUTEN,POSTRES LÁCTEOS LISTOS PARA CONSUMIR,VIGENTE,Sí,2025-07-26,,,
61230,04062145,SANCOR YOGS,YOGUR BEBIBLE SABOR MANGO Y DURAZNO,"YOGUR ENDULZADO PARCIALMENTE DESCREMADO SABOR A MANGO Y DURAZNO FORTIFICADO CON VITAMINAS A, D, C, E, ÁCIDO FÓLICO Y ZINC - LIBRE DE GLUTEN",YOGURES,VIGENTE,Sí,2025-07-26,,,
61231,04065891,SANCOR YOGS,NO REGISTRA,"YOGUR DIETÉTICO DESCREMADO SABOR DURAZNO DE VALOR CALÓRICO Y VALOR GLUCÍDICO REDUCIDO FORTIFICADO CON VITAMINAS A,D, E Y ÁCIDO FÓLICO - LIBRE DE GLUTEN",YOGURES,VIGENTE,Sí,2025-07-26,,,
61232,04065890,SANCOR YOGS,NO REGISTRA,"YOGURT DIETÉTICO ENDULZADO DESCREMADO SABOR MELÓN, SANDÍA Y MANGO DE VALOR CALÓRICO REDUCIDO CON ZINC, FORTIFICADO CON VITAMINAS A, D, E Y ÁCIDO FÓLICO - LIBRE DE GLUTEN.",YOGURES,VIGENTE,Sí,2025-07-26,,,
61233,27-04065792,DIVINE,FASHION GIRL,CHOCOLATE CON LECHE AROMATIZADO CON ETILVAINILLINA - LIBRE DE GLUTEN,CHOCOLATES,VIGENTE,Sí,2025-07-26,,,
61234,27-04065791,DIVINE,NO REGISTRA,TABLETA DE CHOCOLATE SEMIAMARGO AROMATIZADO CON ETILVAINILLINA - LIBRE DE GLUTEN,CHOCOLATES,VIGENTE,Sí,2025-07-26,,,
61235,27-04065772,DIVINE,NO REGISTRA,TABLETA DE CHOCOLATE CON LECHE AROMATIZADO CON ETILVAINILLINA - LIBRE DE GLUTEN,CHOCOLATES,VIGENTE,Sí,2025-07-26,,,
61236,27-04065790,DIVINE,DIVIKREK,"TABLETA DE CHOCOLATE CON LECHE CON ARROZ INFLADO, AROMATIZADO CON ETILVAINILLINA - LIBRE DE GLUTEN",CHOCOLATES,VIGENTE,Sí,2025-07-26,,,
61237,04065902,VANOLI,SALSA BARBACOA,SALSA A BASE DE TOMATES - LIBRE DE GLUTEN,"SALSAS, ADEREZOS Y ALIÑOS",VIGENTE,Sí,2025-07-26,,,
61238,83-04065775,DULCOR - ALIMENTOS DR. A. CORMILLOT,CRISPIES DE DURAZNO,RODAJAS DE DURAZNOS DESHIDRATADO LIBRE DE GLUTEN,PRODUCTOS AZUCARADOS DE SEMILLAS Y/O FRUTAS SECAS,VIGENTE,Sí,2025-07-26,,,
61239,83-04065776,DULCOR - ALIMENTOS DR. A. CORMILLOT,CRISPIES DE BANANA,RODAJAS DE BANANA DESHIDRATADA LIBRE DE GLUTEN,PRODUCTOS AZUCARADOS DE SEMILLAS Y/O FRUTAS SECAS,VIGENTE,Sí,2025-07-26,,,
61240,27-04065856,DIVINE,NO REGISTRA,TABLETA DE CHOCOLATE AMARGO AROMATIZADO CON ETILVAINILLINA - LIBRE DE GLUTEN,CHOCOLATES,VIGENTE,Sí,2025-07-26,,,
61241,27-04065771,DIVINE,KARAMEL,TABLETA DE CHOCOLATE BLANCO CON CROCANTE DE DULCE DE LECHE AROMATIZADO CON ETILVAINILLINA. LIBRE DE GLUTEN,CHOCOLATES,VIGENTE,Sí,2025-07-26,,,
61242,27-04065770,DIVINE,DIVINUT,"TABLETA DE CHOCOLATE CON LECHE CON MANÍ, AROMATIZADO CON ETILVAINILLINA. LIBRE DE GLUTEN",CHOCOLATES,VIGENTE,Sí,2025-07-26,,,
61243,27-04065840,DIVINE,BRINCANDO DE CONSTRUIR,CHOCOLATE CON LECHE AROMATIZADO CON ETILVAINILLINA - LIBRE DE GLUTEN,CHOCOLATES,VIGENTE,Sí,2025-07-26,,,
61244,27-04065841,DIVINE,NO REGISTRA,TABLETA DE CHOCOLATE BLANCO AROMATIZADO CON ETILVAINILLINA - LIBRE DE GLUTEN,CHOCOLATES,VIGENTE,Sí,2025-07-26,,,
61245,27-04065842,DIVINE,CAJANUT,TABLETA DE CHOCOLATE CON LECHE CON CASTAÑAS DE CAJÚ AROMATIZADO CON ETILVAINILLINA - LIBRE DE GLUTEN,CHOCOLATES,VIGENTE,Sí,2025-07-26,,,
61246,04065975,CLASSIC',YOGUR BEBIBLE SABOR A DURAZNO,"YOGUR BEBIBLE ENDULZADO PARCIALMENTE DESCREMADO, SABOR A DURAZNO - LIBRE DE GLUTEN",YOGURES,VIGENTE,Sí,2025-07-26,,,
61247,04065974,CARREFOUR,NO REGISTRA,"YOGUR BEBIBLE ENDULZADO PARCIALMENTE DESCREMADO, SABOR A VAINILLA - LIBRE DE GLUTEN",YOGURES,VIGENTE,Sí,2025-07-26,,,
61248,04065973,CLASSIC',YOGUR BEBIBLE SABOR A FRUTILLA,"YOGUR BEBIBLE ENDULZADO PARCIALMENTE DESCREMADO, SABOR A FRUTILLA - LIBRE DE GLUTEN",YOGURES,VIGENTE,Sí,2025-07-26,,,
61249,83-04065777,DULCOR - ALIMENTOS DR. A. CORMILLOT,CRISPIES DE MANZANA,RODAJAS DE MANZANA DESHIDRATADA - LIBRE DE GLUTEN,PRODUCTOS AZUCARADOS DE SEMILLAS Y/O FRUTAS SECAS,VIGENTE,Sí,2025-07-26,,,
61250,83-04065778,DULCOR - ALIMENTOS DR. A. CORMILLOT,CRISPIES DE FRUTILLA,FRUTILLA DESHIDRATADA CON AZÚCAR LIBRE DE GLUTEN,PRODUCTOS AZUCARADOS DE SEMILLAS Y/O FRUTAS SECAS,VIGENTE,Sí,2025-07-26,,,
61251,04066064,BULNEZ,NO REGISTRA,MERMELADA DE DAMASCO - LIBRE DE GLUTEN,"CONFITURAS (COMPOTAS, VEGETALES EN ALMÍBAR, MERMELADAS, DULCES, JALEAS)",VIGENTE,Sí,2025-07-26,,,
61252,04066063,BULNEZ,NO REGISTRA,MERMELADA DE FRUTILLA - LIBRE DE GLUTEN,"CONFITURAS (COMPOTAS, VEGETALES EN ALMÍBAR, MERMELADAS, DULCES, JALEAS)",VIGENTE,Sí,2025-07-26,,,
61253,04066065,BULNEZ,NO REGISTRA,MERMELADA DE DURAZNO - LIBRE DE GLUTEN,"CONFITURAS (COMPOTAS, VEGETALES EN ALMÍBAR, MERMELADAS, DULCES, JALEAS)",VIGENTE,Sí,2025-07-26,,,
61254,04066061,BULNEZ,NO REGISTRA,MERMELADA DE CIRUELA - LIBRE DE GLUTEN,"CONFITURAS (COMPOTAS, VEGETALES EN ALMÍBAR, MERMELADAS, DULCES, JALEAS)",VIGENTE,Sí,2025-07-26,,,
61255,04010357,ORIETA,NO REGISTRA,MERMELADA DE MANZANA - LIBRE DE GLUTEN,"CONFITURAS (COMPOTAS, VEGETALES EN ALMÍBAR, MERMELADAS, DULCES, JALEAS)",VIGENTE,Sí,2025-07-26,,,
61256,04066077,VILLA VERDE,RAVIOLES DE VERDURA Y QUESO,PASTAS FRESCAS RELLENAS: RAVIOLES CON ESPINACA Y QUESO. CONGELADAS. LIBRE DE GLUTEN,PASTAS FRESCAS RELLENAS,VIGENTE,Sí,2025-07-26,,,
61257,04066076,VILLA VERDE,RAVIOLES DE VERDURA Y QUESO CON SALSA FILETTO,"PASTAS RELLENAS: RAVIOLES CON ESPINACA, QUESO Y SALSA DE TOMATE CON CEBOLLA Y PIMIENTOS. COCIDAS. CONGELADAS. LIBRE DE GLUTEN",COMIDAS PREPARADAS Y SEMIELABORADAS,VIGENTE,Sí,2025-07-26,,,
61258,04065702,SANCOR BIO,NO REGISTRA,LECHE FERMENTADA ENDULZADA PARCIALMENTE DESCREMADA SABOR FRUTILLA CON LACTOBACILLUS CASEI Y LACTOBACILLUS ACIDOPHILUS - LIBRE DE GLUTEN,LECHES FERMENTADAS,VIGENTE,Sí,2025-07-26,,,
61259,04065703,SANCOR BIO,NO REGISTRA,LECHE FERMENTADA ENDULZADA PARCIALMENTE DESCREMADA SABOR MULTIFRUTA CON LACTOBACILLUS CASEI Y LACTOBACILLUS ACIDOPHILUS - LIBRE DE GLUTEN,LECHES FERMENTADAS,VIGENTE,Sí,2025-07-26,,,
61260,04065713,SANCOR PRIMEROS SABORES,NO REGISTRA,"PREPARADO LÁCTEO FERMENTADO, ENDULZADO, CON PULPA DE MANZANA Y BANANA CON VITAMINAS Y MINERALES PARA LACTANTES MAYORES A 6 MESES. LIBRE DE GLUTEN",ALIMENTOS PARA LACTANTES Y NIÑOS DE CORTA EDAD,VIGENTE,Sí,2025-07-26,,,
61261,04065714,SANCOR PRIMEROS SABORES,NO REGISTRA,"PREPARADO LÁCTEO FERMENTADO, ENDULZADO, SABOR VAINILLA CON VITAMINAS Y MINERALES PARA LACTANTES MAYORES A 6 MESES. LIBRE DE GLUTEN",ALIMENTOS PARA LACTANTES Y NIÑOS DE CORTA EDAD,VIGENTE,Sí,2025-07-26,,,
61262,04065962,LECCO,LECCO DIM,SUPLEMENTO DIETARIO A BASE DE EXTRACTOS VEGETALES Y VITAMINA C EN COMPRIMIDOS - LIBRE DE GLUTEN,SUPLEMENTOS DIETARIOS,VIGENTE,Sí,2025-07-26,,,
61263,04066079,MAKARONA,CASARECCE SPORT,FIDEOS SECOS A BASE DE HARINA DE GARBANZO. LIBRE DE GLUTEN,PASTAS SECAS SIN RELLENO,VIGENTE,Sí,2025-07-26,,,
61264,04066078,MAKARONA,FUSILLI DE LENTEJA,FIDEOS SECOS A BASE DE HARINA DE LENTEJA. LIBRE DE GLUTEN,PASTAS SECAS SIN RELLENO,VIGENTE,Sí,2025-07-26,,,
61265,04058984,FRONTÓN,NO REGISTRA,MERMELADA DE FRUTILLA DIETÉTICA - LIBRE DE GLUTEN,"CONFITURAS (COMPOTAS, VEGETALES EN ALMÍBAR, MERMELADAS, DULCES, JALEAS)",VIGENTE,Sí,2025-07-26,,,
61266,04058989,FRONTÓN,NO REGISTRA,MERMELADA DE CIRUELA DIETÉTICA - LIBRE DE GLUTEN,"CONFITURAS (COMPOTAS, VEGETALES EN ALMÍBAR, MERMELADAS, DULCES, JALEAS)",VIGENTE,Sí,2025-07-26,,,
61267,04058985,FRONTÓN,NO REGISTRA,MERMELADA DE DURAZNO DIETÉTICA - LIBRE DE GLUTEN,"CONFITURAS (COMPOTAS, VEGETALES EN ALMÍBAR, MERMELADAS, DULCES, JALEAS)",VIGENTE,Sí,2025-07-26,,,
61269,19-007602,ROYAL,POSTRE SABOR A VAINILLA,POLVO PARA PREPARAR POSTRE DIETÉTICO DE BAJO VALOR GLUCIDICO SABOR A VAINILLA AROMATIZADO ARTIFICIALMENTE LIBRE DE GLUTEN,"POLVOS PARA PREPARAR FLANES, POSTRES CREMOSOS Y SIMILARES",VIGENTE,Sí,2025-07-26,,,
61275,01047280,NO REGISTRA,LIGANTE PROTEICO A BASE DE ALBÚMINA DE HUEVO EN POLVO Y PROTEÍNA DE SOJA - PULVER,"ALIMENTO A BASE DE ALBÚMINA EN POLVO, PROTEÍNA DE SOJA Y MALTODEXTRINA, LIBRE DE GLUTEN",SUPLEMENTOS DIETARIOS,VIGENTE,Sí,2025-07-26,,,
61276,01047281,NO REGISTRA,PIZZA PROTEICA - PULVER,"PREMEZCLA EN POLVO A BASE DE PROTEÍNA DE SUERO Y CARBOHIDRATOS PARA PREPARAR PIZZA PROTEICA, LIBRE DE GLUTEN",CEREALES,VIGENTE,Sí,2025-07-26,,,
61277,01047279,NO REGISTRA,SOY PROTEIN - PULVER,"ALIMENTO EN POLVO A BASE DE PROTEÍNAS DE SOJA PARA PREPARAR BATIDO PROTEICO SABOR ALMENDRAS, LIBRE DE GLUTEN",SUPLEMENTOS DIETARIOS,VIGENTE,Sí,2025-07-26,,,
61278,01047345,HAVANNA,CUADRADITO CON DULCE DE LECHE CON COCO HAVANNA,"CUADRADITO DE MASA CON DULCE DE LECHE Y COCO RALLADO, LIBRE DE GLUTEN",PAN Y PRODUCTOS DE PANADERÍA Y REPOSTERÍA,VIGENTE,Sí,2025-07-26,,,
61290,07005962,MASSEUBE,DULCE DE MEMBRILLO LIBRE DE GLUTEN,DULCE DE MEMBRILLO LIBRE DE GLUTEN,"CONFITURAS (COMPOTAS, VEGETALES EN ALMÍBAR, MERMELADAS, DULCES, JALEAS)",VIGENTE,Sí,2025-07-26,,,
61295,01047341,NO REGISTRA,NEPAL RELAX & FOCUS,BEBIDA SIN ALCOHOL CON HIERBAS Y VITAMINAS - LIBRE DE GLUTEN,BEBIDAS ANALCOHÓLICAS Y PRODUCTOS PARA PREPARARLAS,VIGENTE,Sí,2025-07-26,,,
61296,04066062,BULNEZ,NO REGISTRA,MERMELADA DE NARANJA - LIBRE DE GLUTEN,"CONFITURAS (COMPOTAS, VEGETALES EN ALMÍBAR, MERMELADAS, DULCES, JALEAS)",VIGENTE,Sí,2025-07-26,,,
61297,01040518,NO REGISTRA,CENTELLA ASIATICA Y VITAMINA E VEGAN HIERBAS DEL OASIS,SUPLEMENTO DIETARIO A BASE DE VITAMINA E CON CENTELLA ASIATICA EN COMPRIMIDOS LIBRE DE GLUTEN- SIN TACC,SUPLEMENTOS DIETARIOS,VIGENTE,Sí,2025-07-26,,,
61298,01040551,NO REGISTRA,NOSTRESS VEGAN HIERBAS DEL OASIS,"SUPLEMENTO DIETARIO A BASE DE VITAMINA B1 Y B2 CON PASIONARIA, TILO, NARANJA, MELISA EN COMPRIMIDOS LIBRE DE GLUTEN- SIN TACC",SUPLEMENTOS DIETARIOS,VIGENTE,Sí,2025-07-26,,,
61299,01040540,NO REGISTRA,CENTELLA ASIATICA + TE VERDE + GINKGO BILOBA VEGAN HIERBAS DEL OASIS,SUPLEMENTO DIETARIO A BASE DE VITAMINA B1 EN COMPRIMIDOS LIBRE DE GLUTEN,SUPLEMENTOS DIETARIOS,VIGENTE,Sí,2025-07-26,,,
61300,01040393,NO REGISTRA,HIERBAS DEL OASIS MEZCLA N° 5,"SUPLEMENTO DIETARIO A BASE DE VITAMINA C CON GINKGO BILBOA, POLEO Y ZARZAPARRILLA EN SAQUITOS, LIBRE DE GLUTEN",SUPLEMENTOS DIETARIOS,VIGENTE,Sí,2025-07-26,,,
